election_year,state_name,constituency_name,constituency_type,party_name,candidate_name,EVM_votes,postal_votes,total_votes,rank,units
2024,Jharkhand,Kodarma,General,Independent,SAHADAT ANSARI,8217,15,8232,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Bahujan Mukti Party,JAYNARAYAN DAS,6701,37,6738,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Lokhit Adhikar Party,AKLESHWAR SAW,5574,27,5601,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,JITLAL KISKU,5299,34,5333,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,MD. SAGIR,5041,3,5044,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Moolniwasi Samaj Party,AJAY KRISHNA,4526,15,4541,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,RAJESH,4230,3,4233,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,RAMESHWAR PRASAD YADAV,4227,2,4229,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Right to Recall Party,ASHISH KUMAR,2892,4,2896,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,None of the Above,NOTA,42089,63,42152,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,AJSU Party,CHANDRA PRAKASH CHOUDHARY,447896,3243,451139,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Jharkhand Mukti Morcha,MATHURA PRASAD MAHATO,367197,3062,370259,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,JAIRAM KUMAR MAHATO,342241,5081,347322,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Bahujan Samaj Party,KAMAL PRASAD,13971,103,14074,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,SUBODH KUMAR YADAV,13093,13,13106,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,RAMESHWAR DUSADH,11011,9,11020,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,SUNITA TUDU,10899,45,10944,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Bahujan Mukti Party,MD AINUL ANSARI,6919,20,6939,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,DWARAKA PRASAD LALA,5617,10,5627,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,KALAWATI DEVI,5414,16,5430,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Lokhit Adhikar Party,GYANESHWAR PRASAD,5348,8,5356,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Right to Recall Party,SHIVJI PRASAD,4248,6,4254,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Peoples Party of India (Democratic),PRAMOD RAM,3805,20,3825,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Independent,USHA SINGH,3703,58,3761,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Bhartiya Lokmat Rashtrwadi Party,PAPPU KUMAR NISHAD,3203,13,3216,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,Sarv Samaj Party,SUBHASH KUMAR THAKUR,2513,4,2517,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Giridih,General,None of the Above,NOTA,5927,117,6044,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Bharatiya Janata Party,DULU MAHATO,782423,6749,789172,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Indian National Congress,ANUPAMA SINGH,452358,5231,457589,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,MD. EKLAK ANSARI,78885,768,79653,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,JAGDISH RAWANI,27499,136,27635,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,JANAK SAH GOND,12761,3,12764,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,MD. ZAHIRUDDIN KHAN,6499,1,6500,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Bahujan Samaj Party,MOHAN SINGH,5594,45,5639,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,TULSI MAHTO,5371,4,5375,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,KAMASHEVAR PRA. VERMA,4002,2,4004,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,SUNAINA KINNAR,3430,32,3462,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Akhil Bhartiya Parivar Party,AKBAR ALI,3031,10,3041,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Samata Party,KRISHNA CHANDRA SINGH RAJ,2818,3,2821,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,ANINDITA DAS,2655,19,2674,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Lokhit Adhikar Party,REZAUL HAQUE,2642,7,2649,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,LAKSHMI DEVI,2600,5,2605,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,UMESH PASWAN,2554,6,2560,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,MOHAMMAD FAISHAL KHAN,1994,2,1996,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Socialist Unity Centre Of India (COMMUNIST),RAJIB TIWARI,1880,10,1890,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Peoples Party of India (Democratic),DEEPAK KUMAR DAS,1720,15,1735,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,NITAI DUTTA,1695,48,1743,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Akhil Bharat Hindu Mahasabha,SANJAY KUMAR GIRI,1617,10,1627,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Aazad Samaj Party (Kanshi Ram),PERWEZ NEYYAR,1157,4,1161,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,TRIDEV KR MAHTO,1126,18,1144,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,MOHAMMAD TAFAZUL HUSSAIN,681,,681,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,Independent,PREM PRAKASH PASWAN,516,17,533,26,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dhanbad,General,None of the Above,NOTA,7202,152,7354,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Bharatiya Janata Party,SANJAY SETH,658975,5757,664732,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Indian National Congress,YASHASWINI SAHAY,537646,6574,544220,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,DEVENDRA NATH MAHTO,130526,2121,132647,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Jai Maha Bharath Party,SOMA SINGH,10340,1,10341,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Rashtriya Jansangharsh Swaraj Party,NIPU SINGH,7793,10,7803,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Mera Adhikaar Rashtriya Dal,DHANANJAY BHAGAT “GANDHI“,6784,15,6799,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Bhagidari Party(P),SHYAM BIHARI PRAJAPATI,6524,6,6530,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Bahujan Samaj Party,MANOJ KUMAR,6383,44,6427,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Ambedkarite Party of India,RAMHARI GOPE,6304,5,6309,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,ANJANI PANDEY,5386,11,5397,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Ekam Sanatan Bharat Dal,SARWESHWARI SAHU,4794,8,4802,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Lokhit Adhikar Party,HARINATH SAHU,4120,16,4136,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Samata Party,HEMNTI DEVI,4069,11,4080,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Republican Party of India (A),RANJANA GIRI,3206,2,3208,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Abua Jharkhand Party,BIRENDRA NATH MANJHI,3130,25,3155,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Bhartiya Jantantra Morcha,DHARMENDRA TIWARY,3072,22,3094,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Sampoorna Bharat Kranti Party,PRAWEEN KACHHAP,2870,74,2944,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,PRABEEN CHANDRA MAHATO,2852,7,2859,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,SANTOSH KUMAR JAISWAL,2782,5,2787,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Peoples Party of India (Democratic),PANKAJ KUMAR RAVI,2756,7,2763,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,MANORANJAN BHATTACHARYA,2537,2,2539,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,AINUL ANSARI,2533,4,2537,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Bahujan Mukti Party,BINOD ORAON,2523,66,2589,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Socialist Unity Centre Of India (COMMUNIST),MINTU PASWAN,2151,13,2164,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,KOLESHWAR MAHTO,1702,6,1708,26,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,KAMESHWAR PRASAD SAW,1644,2,1646,27,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,Independent,ARSHAD AYUB,1411,1,1412,28,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Ranchi,General,None of the Above,NOTA,8046,107,8153,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Bharatiya Janata Party,BIDYUT BARAN MAHATO,719891,6283,726174,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Jharkhand Mukti Morcha,SAMIR KUMAR MOHANTY,459997,6395,466392,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,INDRA DEO PRASAD,8463,6,8469,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,ARUN MAHATO,7337,7,7344,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,ANAND MUKHI,6346,6,6352,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Bahujan Samaj Party,PRANAV KUMAR MAHTO,6090,61,6151,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,BISHWANATH MAHATO,5226,105,5331,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Amra Bangalee,ANGAD MAHATO,4898,27,4925,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,JUJHAR SOREN,4262,53,4315,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Bharat Adivasi Party,SUKUMAR SOREN,3860,34,3894,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Ambedkarite Party of India,DHARMU TUDU,3274,17,3291,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,JITENDRA SINGH,3159,8,3167,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Socialist Unity Centre Of India (COMMUNIST),SANAKA MAHATO,3137,38,3175,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Lokhit Adhikar Party,MANOJ GUPTA,2355,7,2362,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,SADHU CHARAN PAUL,2291,26,2317,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,SAURAV VISHNU,2234,30,2264,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Bahujan Maha Party,SHAIKH AKHIRUDDIN,2099,9,2108,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Peoples Party of India (Democratic),ASHOK KUMAR,2038,10,2048,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Right to Recall Party,MAHESH KUMAR,1952,8,1960,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,G JAYRAM DAS,1927,4,1931,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Bhartiya Azad Sena,ARUN KUMAR SHARMA,1797,4,1801,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Bhagidari Party(P),DOMAN CHANDRA BHAKAT,1343,5,1348,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,BABLU PRASAD DANGI,1144,8,1152,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,GYAN SAGAR PRASAD,1043,1,1044,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,Independent,PARWATI KISKU,972,16,988,26,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Jamshedpur,General,None of the Above,NOTA,7105,221,7326,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Jharkhand Mukti Morcha,JOBA MAJHI,515989,4175,520164,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Bharatiya Janata Party,GEETA KORA,349006,2756,351762,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Independent,DAMODAR SINGH HANSDA,43838,454,44292,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Independent,MADHAV CHANDRA KUNKAL,19729,105,19834,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Independent,SANGRAM MARDI,16097,14,16111,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Bahujan Samaj Party,PARDESHI LAL MUNDA,8708,34,8742,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Independent,DURGA LAL MURMU,4912,12,4924,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Jharkhand Party,CHITRASEN SINKU,3188,22,3210,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Ambedkarite Party of India,BISHWA VIJAY MARDI,3067,3,3070,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Independent,ASHA KUMARI RUNDA,2736,18,2754,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Jharkhand Mukti Morcha (Ulgulan),KRISHNA MARDI,2597,18,2615,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Peoples Party of India (Democratic),SUDHA RANI BESRA,2398,11,2409,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Right to Recall Party,BIR SINGH DEOGAM,1919,8,1927,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,Socialist Unity Centre Of India (COMMUNIST),PANMANI SINGH,1793,8,1801,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Singhbhum,Scheduled Tribe,None of the Above,NOTA,23907,75,23982,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Indian National Congress,KALI CHARAN MUNDA,503997,7650,511647,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Bharatiya Janata Party,ARJUN MUNDA,358076,3896,361972,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Bahujan Samaj Party,SAVITRI DEVI,12202,98,12300,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Independent,BASANT KUMAR LONGA,10735,20,10755,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Jharkhand Party,ARPANA HANS,8450,82,8532,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Independent,PASTAR SANJAY KUMAR TIRKEY,4944,19,4963,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,Bharat Adivasi Party,BABITA KACHHAP,4507,87,4594,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Khunti,Scheduled Tribe,None of the Above,NOTA,21814,105,21919,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Lohardaga,Scheduled Tribe,Indian National Congress,SUKHDEO BHAGAT,476112,6926,483038,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Lohardaga,Scheduled Tribe,Bharatiya Janata Party,SAMIR ORAON,339685,4215,343900,2,"EVM_votes, postal_votes, total_votes in absolute number"
